,Product Lookup,,Location Filters,,,,,
Delete,Product Name,Product Sku,Type,Zone,State,City,Locality,PIN Code
Y || N,Max 191 characters,"Valid alphanumeric value without space, Unique sku",Zone || State || City || Locality,Only string value,Only string value,Only string value,Only string value,Only number value
* Required,* Required,* Required,* Required,---,---,---,---,---
N,Triveni Talkies: Kalaburagi,CINEMA005062,locality,South,Karnataka,Kalaburagi,,585101
N,"Vettri Malararasan Theatre 4K RGB Laser, Mahadhavapuram, Tiruchengode",CINEMA005063,locality,South,Tamil Nadu,Tiruchengode,,
N,Imusica Entertainment: Baraut,CINEMA005064,locality,North,Uttar Pradesh,Baraut,,
N,"Rajhans Multiplex: Mota Varachha A.R Mall, Surat",CINEMA005065,locality,West,Gujarat,Surat,,394105
N,Alankar Theatre 2K 7.1: Ponnamaravathi,CINEMA005066,locality,South,Tamil Nadu,Ponnamaravathi,,622407
N,"Alpana Cinema, Pratap Nagar Road, Vadodara",CINEMA005067,locality,West,Gujarat,Vadodara,,390004
N,Amba Cinema: Delhi 4K Laser Projector Dolby Atmos,CINEMA005068,locality,North,Delhi,Delhi,,
N,Amman Arangham Cinemas A/C Dolby: Alagusamuthiram,CINEMA005069,locality,South,Tamil Nadu,Alagusamuthiram,,636013
N,"Anand Cinemas Dolby Atmos 4K RGB Laser, Market Road, Marthandam",CINEMA005070,locality,West,Gujarat,Anand,,
N,"Annapurna Theatre A/C 2K Dolby 7.1, Ramachandrapuram",CINEMA005071,locality,South,Telangana,Ramachandrapuram,,
N,"Anurag and Amogh Theatres, Cheepuripalli",CINEMA005072,locality,South,Andhra Pradesh,Cheepuripalli,,
N,Ashok Cineplex: Khachrod,CINEMA005073,locality,Central,Madhya Pradesh,Khachrod,,
N,"Bioscope: Axis Mall, Rajarhat",CINEMA005074,locality,South,Telangana,Mall,,
N,"Blue Cinemas RGB Laser 4K & Dolby Atmos, Vellore",CINEMA005075,locality,South,Tamil Nadu,Vellore,,
N,Cinemaoo The Luxury: Chapra,CINEMA005076,locality,East,Bihar,Chapra,,
N,Cinemera Multiplex: Vadodara,CINEMA005077,locality,West,Gujarat,Vadodara,,
N,"Cinepolis Lake Mall, Rashbehari, Kolkata",CINEMA005078,locality,East,West Bengal,Kolkata,,700026
N,"Cinepolis: Mittal City, Bathinda",CINEMA005079,locality,North,Punjab,Bathinda,,151001
N,Connplex Cinemas (Luxuriance): Tribeca Highstreet,CINEMA005080,locality,West,Maharashtra,Pune,,411048
N,Connplex Cinemas (Signature): Junagadh,CINEMA005081,locality,West,Gujarat,Junagadh,,
N,Connplex Cinemas (Signature): Utkal Centre Point,CINEMA005082,locality,East,Odisha,Utkal Centre Point,,
N,Connplex Cinemas: Biswanath Chariali,CINEMA005083,locality,North East,Assam,Chariali,,
N,"Connplex Cinemas: Sir Jadeja, Dhrangadhra",CINEMA005084,locality,West,Gujarat,Dhrangadhra,,
N,"Deep Cinemas: Nizampura, Chhani Road",CINEMA005085,locality,West,Gujarat,Vadodara,,390024
N,Dream Cinema: Kallachi,CINEMA005086,locality,South,Kerala,Kallachi,,673506
N,Eswarsai 4K Dolby Atmos: Sattenapalle,CINEMA005087,locality,South,Andhra Pradesh,Sattenapalle,,
N,Fortune Four Cinemas A/C 2K 7.1: Rajanagaram,CINEMA005088,locality,South,Andhra Pradesh,Rajanagaram,,
N,"G3 Theatres Sindhura, Eluru Road, Gudivada",CINEMA005089,locality,South,Andhra Pradesh,Gudivada,,521001
N,G3 Theatres Sindhura: Gudivada,CINEMA005090,locality,South,Andhra Pradesh,Gudivada,,521301
N,"G3 Theatres, Gangaratnam, Akividu",CINEMA005091,locality,South,Andhra Pradesh,Akividu,,534235
N,Gayatri Theater 2K Digital A/C Dolby: Tumakuru,CINEMA005092,locality,South,Karnataka,Tumakuru,,
N,Gowrishankar DOLBY 7.1 RGB Laser: Attibele,CINEMA005093,locality,South,Karnataka,Bengaluru,,562107
N,"Infinity 7 Seas Cinema, Vadodara",CINEMA005094,locality,West,Gujarat,Vadodara,,390008
N,Infinity 7 Seas Cinema: Fatehganj,CINEMA005095,locality,North,Uttar Pradesh,Fatehganj,,390008
N,"INOX Ozone Galleria Mall, Kolakusma, Dhanbad",CINEMA005096,locality,East,Jharkhand,Dhanbad,,826007
N,INOX Ozone Galleria Mall: Dhanbad,CINEMA005097,locality,East,Jharkhand,Dhanbad,,
N,INOX: Srinagar Shivpora,CINEMA005098,locality,North,Jammu and Kashmir,Srinagar,,
N,Jai Bharath Theater 4K Atmos: Tumkur,CINEMA005099,locality,South,Karnataka,Tumkur,,
N,"K3K Cinemas, Beside Anand Way Bridge, Chimakurthy",CINEMA005100,locality,West,Gujarat,Anand,,523226
N,"Kangeyam Anand Cinemas Dolby Atmos 4K, Karur Bypass Road, Kangeyam",CINEMA005101,locality,South,Tamil Nadu,Kangeyam,,638153
N,"Kannaiya Theatre 4K Dolby Atmos RGB Laser Ganthi Nagar Main Road, Tindivanam",CINEMA005102,locality,South,Tamil Nadu,Tindivanam,,
N,"Kasthoori Cinemas Jaya A/C 3D, Gugai, Salem",CINEMA005103,locality,South,Tamil Nadu,Salem,,636006
N,Kaveri Cinemas A/C DTS Dolby: Karmamthody,CINEMA005104,locality,South,Kerala,Karmamthody,,
N,"Lakhi Cinema, Gurdaspur Road, Tanda",CINEMA005105,locality,North,Punjab,Gurdaspur,,
N,Laxmi Miniplex (2k 5.1 Dolby): Pilani,CINEMA005106,locality,North,Rajasthan,Pilani,,
N,M Lal Cineplexx (Aashirvad): Haripad,CINEMA005107,locality,South,Kerala,Haripad,,
N,Madho Starworld Cinemas: Amroha,CINEMA005108,locality,North,Uttar Pradesh,Amroha,,
N,"Miraj Cinemas : SWC Mall, Vadodara",CINEMA005109,locality,West,Gujarat,Vadodara,,390012
N,"MNK Cinema A/C dts , Mallasamudram, Salem",CINEMA005110,locality,South,Tamil Nadu,Salem,,
N,Movietime Miglani Cinema: Moradabad,CINEMA005111,locality,North,Uttar Pradesh,Moradabad,,
N,"MovieTime Miglani Cinemas, Gandhi Nagar, Moradabad",CINEMA005112,locality,North,Uttar Pradesh,Moradabad,,244001
N,Muralikrishna Cinema A/C 4K 3D: Dowlaiswaram,CINEMA005113,locality,South,Andhra Pradesh,Dowlaiswaram,,
N,Nataraj Theater: Bantumilli,CINEMA005114,locality,South,Andhra Pradesh,Bantumilli,,521324
N,"New Cinema 4K Dolby Atmos, Pudupalayam, Cuddalore",CINEMA005115,locality,South,Tamil Nadu,Cuddalore,,607001
N,New Hind Talkies: Bareilly,CINEMA005116,locality,North,Uttar Pradesh,Bareilly,,
N,"Pachiamman S P A Cinemas A/C DTS 7.1, Gorimedu, Salem",CINEMA005117,locality,South,Tamil Nadu,Salem,,
N,"Padmam Theatre A/C 2K, Down Hill, Malappuram",CINEMA005118,locality,South,Kerala,Malappuram,,676505
N,Raajam Cineplex 4K RGB Laser - 64ch Dolby Atmos,CINEMA005119,locality,South,Andhra Pradesh,Raajam,,
N,Radha Cinema: Randheja,CINEMA005120,locality,West,Gujarat,Randheja,,382620
N,"Radha Krishna Theatre A/C DTS, Nidadavole",CINEMA005121,locality,South,Andhra Pradesh,Nidadavole,,534301
N,"Rajhans Cinema, Nadiad",CINEMA005122,locality,West,Gujarat,Nadiad,,
N,"Rajhans Cinemas, Raopura Tower Road, Vadodara",CINEMA005123,locality,West,Gujarat,Vadodara,,390001
N,"Rajhans Cinemas: 93 Avenue Mall,Fatima Nagar, Pune",CINEMA005124,locality,West,Maharashtra,Pune,,411013
N,"Rajhans Cinemas: Golden Square, Bharuch",CINEMA005125,locality,West,Gujarat,Bharuch,,
N,Rajkamal Digital 2K Laser Projection: Mysore,CINEMA005126,locality,South,Karnataka,Mysore,,570001
N,"Rajshivalay Cinemas, Lotiya Bhagol, Anand",CINEMA005127,locality,West,Gujarat,Anand,,
N,Rassaz Multiplex: Mira Road,CINEMA005128,locality,West,Maharashtra,Mira Road,,401107
N,"RR Cinemas: Entertainment Hub, Roorkee",CINEMA005129,locality,North,Uttarakhand,Roorkee,,
N,Sanelite Cinemas (Pethapur): Gandhinagar,CINEMA005130,locality,West,Gujarat,Gandhinagar,,384315
N,"Shaan Cinema, AV Fortune Mall, Anand",CINEMA005131,locality,West,Gujarat,Anand,,
N,"Shaan Cinema: 9 Screen Multiplex, Anand",CINEMA005132,locality,West,Gujarat,Anand,,388120
N,Shri Siddanath Chitra Mandir: Atpadi,CINEMA005133,locality,West,Maharashtra,Atpadi,,
N,"SP Anand Cinemas, Bhanugudi Junction, Kakinada",CINEMA005134,locality,South,Andhra Pradesh,Kakinada,,
N,"Sri Venkateswara 2K A/C DTS, Venkatagiri, Naidupeta",CINEMA005135,locality,South,Andhra Pradesh,Venkatagiri,,
N,"Sri Vijayalakshmi Cinemas A/C 4K 3D, Anna Nagar, Kumbakonam",CINEMA005136,locality,South,Tamil Nadu,Kumbakonam,,612001
N,Sudharshan A/c DTS: Kanigiri,CINEMA005137,locality,South,Andhra Pradesh,Kanigiri,,523230
N,Usha Cinemas: Tirupur,CINEMA005138,locality,South,Tamil Nadu,Tirupur,,
N,"Venkatakrishna Theatre (V Max), Chagallu",CINEMA005139,locality,South,Andhra Pradesh,Chagallu,,
N,Venkateshwara A/c 4K Dolby Atmos: K.R.Puram,CINEMA005140,locality,South,Karnataka,Bengaluru,,
N,"Vijay Cinema - Kalol-Panchmahal, Navapura Lal Darwaja Road, Kalol Panchmahal",CINEMA005141,locality,West,Gujarat,Kalol,,389330
N,Vijay Mamta Cinema: Nashik,CINEMA005142,locality,West,Maharashtra,Nashik,,422006
N,White Screen Cinema (Five 11): Gandhinagar,CINEMA005143,locality,West,Gujarat,Gandhinagar,,
N,MH29 Fun N Food Miniplex: Yavatmal,CINEMA005144,locality,West,Maharashtra,Yavatmal,,445001
N,"Metro theatre A/C, Arakkonam main road, Thiruvalangadu",CINEMA005145,locality,South,Tamil Nadu,Thiruvalangadu,,
N,AG Star Cinema: Saila Khurd,CINEMA005146,locality,North,Punjab,Saila Khurd,,144529
N,Apsara & Sudha Cinemas: Hubli,CINEMA005147,locality,South,Karnataka,Hubli,,580020
N,"Bharath Cinemas: Canara Mall, Manipal",CINEMA005148,locality,South,Karnataka,Manipal,,
N,Bharath Cinemas: Shivamogga,CINEMA005149,locality,South,Karnataka,Shivamogga,,
N,"Cinepolis PVP Square, Mogalrajapuram, Vijayawada",CINEMA005150,locality,South,Andhra Pradesh,Vijayawada,,
N,"City Plus Multiplex, Dumas Road, Surat",CINEMA005151,locality,West,Gujarat,Surat,,395007
N,Deralakatte Bharath Cinemas: Bearys Turning Point,CINEMA005152,locality,South,Karnataka,Mangaluru,,
N,Dream Light Cinema: Sujangarh,CINEMA005153,locality,North,Rajasthan,Sujangarh,,
N,"E-SQUARE: Xion Mall, Hinjawadi",CINEMA005154,locality,West,Maharashtra,Pune,,
N,Ganesh A/C 2K Dolby: Tagarapuvalasa,CINEMA005155,locality,South,Andhra Pradesh,Tagarapuvalasa,,
N,"Geetanjali Cinema (DOLBY LASER): Kuju, Ramgarh",CINEMA005156,locality,East,Jharkhand,Ramgarh,,825316
N,Goodwin Cineplex: Serampore,CINEMA005157,locality,East,West Bengal,Serampore,,
N,"Illam Cinemas 4K Dolby Atmos, Perinthalmanna Rd, Pandikkad",CINEMA005158,locality,South,Kerala,Perinthalmanna,,
N,Jagadamba Complex A/C 4K Dolby Atmos : Vizag,CINEMA005159,locality,South,Andhra Pradesh,Vizag,,
N,Kailash Cineplex Dolby Digital: Gwalior,CINEMA005160,locality,Central,Madhya Pradesh,Gwalior,,
N,"Kalyan Cinemas A/C DTS, Ranganathan Road, Villupuram",CINEMA005161,locality,South,Tamil Nadu,Villupuram,,605602
N,"Kamala Theatre, Nirmal District, Bhainsa",CINEMA005162,locality,South,Telangana,Nirmal,,504103
N,"M Lal, Aashirvad Cineplexx: Shoranur",CINEMA005163,locality,South,Kerala,Shoranur,,
N,"Maxx Cinema, Mg Mall, Sector 14, Sonipat",CINEMA005164,locality,North,Haryana,Sonipat,,
N,Moreshwar Chitramandir: Pen,CINEMA005165,locality,West,Maharashtra,Pen,,
N,Nakshathra Thai Lakshmi Cinemas: Punalur,CINEMA005166,locality,South,Kerala,Punalur,,
N,Narasimha A/C (Newly Renovated): Gopalapatnam,CINEMA005167,locality,South,Andhra Pradesh,Visakhapatnam,,530027
N,"P Square Movieplex, Gota: Ahmedabad",CINEMA005168,locality,West,Gujarat,Ahmedabad,,
N,"Padma Talkies, Ramachandra Agrahara, Mysuru",CINEMA005169,locality,South,Karnataka,Mysuru,,
N,Planet Cinema: A/C Digital (Karkala),CINEMA005170,locality,South,Karnataka,Karkala,,
N,"PP Cinemall: Mandhana, Kanpur",CINEMA005171,locality,North,Uttar Pradesh,Kanpur,,209217
N,PR Miniplex: Tohana,CINEMA005172,locality,North,Haryana,Tohana,,
N,"PVR KC, B.C Road, Jammu",CINEMA005173,locality,North,Jammu and Kashmir,Jammu,,
N,"Rajhans Cinemas, Gandevi Road, Navsari",CINEMA005174,locality,West,Gujarat,Navsari,,
N,"Rajhans Cinemas: Kamrej, Surat",CINEMA005175,locality,West,Gujarat,Surat,,
N,"Redrocks Cherish Cinemas, Palwal",CINEMA005176,locality,North,Haryana,Palwal,,
N,Rupam Multiplex: Ahmedabad,CINEMA005177,locality,West,Gujarat,Ahmedabad,,
N,"Sangeeth 4K Laser & Lumiere Dolby Atmos, Vyapara Bhavan Road, Kottakkal",CINEMA005178,locality,South,Kerala,Kottakkal,,676503
N,"Santhi Picture Palace, Singarayakonda",CINEMA005179,locality,South,Andhra Pradesh,Singarayakonda,,
N,Sathya A/C Theatre: Bhadravati,CINEMA005180,locality,West,Maharashtra,Bhadravati,,
N,"Satya Chandra, Palivela Road, Kothapeta",CINEMA005181,locality,South,Andhra Pradesh,Kothapeta,,
N,Shesh Mahal Theater: Pamur,CINEMA005182,locality,South,Andhra Pradesh,Pamur,,
N,Silver Hills Naxa Cinemas 4K Dolby ATMOS,CINEMA005183,locality,South,Kerala,Kozhikode,,
N,Sree Alankar Cinemas: Jaggayyapeta,CINEMA005184,locality,South,Andhra Pradesh,Jaggayyapeta,,521175
N,Sri Annapoorna Theatre 2K A/C DTS: Pithapuram,CINEMA005185,locality,South,Andhra Pradesh,Pithapuram,,533450
N,"Sri Lakshmi Cinemas Full A/C, Sathankulam",CINEMA005186,locality,South,Tamil Nadu,Sathankulam,,
N,Sri Sai Teja Theatre: Tallapudi,CINEMA005187,locality,South,Andhra Pradesh,Tallapudi,,534341
N,Sri Sakthi Cinemas: Erode,CINEMA005188,locality,South,Tamil Nadu,Erode,,638004
N,Sri Satyanarayana Cinemas: Eluru,CINEMA005189,locality,South,Andhra Pradesh,Eluru,,
N,"Sri Senthilvel Theatre Sony 4K Dolby 7.1, Tirunelveli",CINEMA005190,locality,South,Tamil Nadu,Tirunelveli,,627002
N,STBL Cinemas Multiplex SL Nagar: Visakhapatnam,CINEMA005191,locality,South,Andhra Pradesh,Visakhapatnam,,530016
N,"Suncity Cinemas, MMR Grand Mall, Bulandshahr",CINEMA005192,locality,North,Uttar Pradesh,Bulandshahr,,203001
N,"Suncity Cinemas: Priya Plaza Mall, Kashipur",CINEMA005193,locality,North,Uttarakhand,Kashipur,,
N,"SVC Lakshmi Cinemas Dolby 7.1 A/C, Devakottai",CINEMA005194,locality,South,Tamil Nadu,Devakottai,,630302
N,"SVC Natraj Theatre, Bottu Guda, Nalgonda",CINEMA005195,locality,South,Telangana,Nalgonda,,
N,"SVF Cinemas: KPS Mall, Hooghly",CINEMA005196,locality,East,West Bengal,Hooghly,,
N,"Swarn Cinemas, Bhandaridih, Giridih",CINEMA005197,locality,East,Jharkhand,Giridih,,815301
N,"Thangamani Theatre A/C, Thiruppatur",CINEMA005198,locality,South,Tamil Nadu,Thiruppatur,,630211
N,The Entertainment Park: Bhavnagar,CINEMA005199,locality,West,Gujarat,Bhavnagar,,
N,Venkateshwara Digital 4K Dolby Atmos A/C: Kengeri,CINEMA005200,locality,South,Karnataka,Bengaluru,,
N,"Venu Gopala Picture Palace, Lakkavaram",CINEMA005201,locality,South,Andhra Pradesh,Lakkavaram,,
N,Venu Gopala Picture Palace: Lakkavaram,CINEMA005202,locality,South,Andhra Pradesh,Lakkavaram,,533254
N,Victory Cinemas A/C DOLBY Sound: Cumbum,CINEMA005203,locality,South,Tamil Nadu,Cumbum,,
N,"Victory Theatre: Camp, Pune",CINEMA005204,locality,West,Maharashtra,Pune,,
N,"PVR Oberon, Mosque Road, Kochi",CINEMA005205,locality,South,Kerala,Kochi,,
N,"TPR Cinemas  4K Dolby Surround 7.1,  Jammalamadugu",CINEMA005206,locality,South,Andhra Pradesh,Jammalamadugu,,
N,Asian Venkateshwara: Siddipet,CINEMA005207,locality,South,Telangana,Siddipet,,502103
N,"ABR Cinemas Neo Screen X:  Kanuru, Vijayawada",CINEMA005208,locality,South,Andhra Pradesh,Vijayawada,,
N,"AG Star Cinemas, VPO Badhowan, Hoshiarpur",CINEMA005209,locality,North,Punjab,Hoshiarpur,,146001
N,"Anand 2K 3D 7.1 Digital, Vellegoundan Palayam, Dharmapuri",CINEMA005210,locality,South,Tamil Nadu,Dharmapuri,,
N,"Anand Paradise Multiplex 3D 4K Dolby Atmos, Andaman Housing Coop Society, Port Blair",CINEMA005211,locality,South,Andaman and Nicobar Islands,Port Blair,,744103
N,"Apple Cinema: Jahangirpura, Surat",CINEMA005212,locality,West,Gujarat,Surat,,395005
N,Asian Nataraj: Adilabad,CINEMA005213,locality,South,Telangana,Adilabad,,504001
N,Asian Srinivasa: Mahbubnagar,CINEMA005214,locality,South,Telangana,Mahbubnagar,,509001
N,Batra Reels Cinemas: New Friends Colony,CINEMA005215,locality,North,Delhi,Delhi,,
N,"Brundaban (4k, Dolby Atmos 64 Channel Sounds)",CINEMA005216,locality,East,Odisha,Bhubaneswar,,
N,Capital Cinemas (Victory Screen): Vijayawada,CINEMA005217,locality,South,Andhra Pradesh,Vijayawada,,
N,"Capital Cinemas Trendset Mall, Kala Nagar, Vijayawada",CINEMA005218,locality,South,Andhra Pradesh,Vijayawada,,
N,"Cinecaarnival: Crossroad Mall, Rourkela",CINEMA005219,locality,East,Odisha,Rourkela,,
N,"Coconut Virat Multiplex, Nadiad",CINEMA005220,locality,West,Gujarat,Nadiad,,
N,Deepak Talkies: Bidadi,CINEMA005221,locality,South,Karnataka,Bidadi,,
N,Dhurba Miniplex: Dolohat,CINEMA005222,locality,East,West Bengal,Dolohat,,787023
N,Globe Cinemas: Camp Area,CINEMA005223,locality,West,Maharashtra,Pune,,
N,Grand Cineplex: Sarangarh,CINEMA005224,locality,Central,Chhattisgarh,Sarangarh,,496450
N,"JR Ohri Cinemas, Kurali Road, Ropar",CINEMA005225,locality,North,Punjab,Ropar,,140001
N,"Kairali Cinemas 4K Dolby Atmos, Calicut Road, Manjeri",CINEMA005226,locality,South,Kerala,Calicut,,676121
N,"Kinnera Deluxe Theatre, Koratla",CINEMA005227,locality,South,Telangana,Koratla,,505326
N,Ladder Cinemas: Manjeri,CINEMA005228,locality,South,Kerala,Manjeri,,676121
N,Laxmi 70MM A/C LASER DTS: Shamshabad,CINEMA005229,locality,South,Telangana,Hyderabad,,
N,"Laxmi Picture Palace, Maharanipeta, Bobbili",CINEMA005230,locality,South,Andhra Pradesh,Bobbili,,535558
N,MovieMax City Centre LA Mall: Bareilly,CINEMA005231,locality,North,Uttar Pradesh,Bareilly,,243001
N,"MovieMax Edition (Luxe),  Rcube Monad Mall, Noida",CINEMA005232,locality,North,Uttar Pradesh,Noida,,
N,"MovieMax Laserplex: Gulshan One 29 Mall, Noida",CINEMA005233,locality,North,Uttar Pradesh,Noida,,
N,Movietime Cinemas: Jammu,CINEMA005234,locality,North,Jammu and Kashmir,Jammu,,
N,"Movietime Cinemas: Sector 18, Noida",CINEMA005235,locality,North,Uttar Pradesh,Noida,,
N,"MovieTime Dharam Palace Mall, Noida",CINEMA005236,locality,North,Uttar Pradesh,Noida,,
N,"MovieTime Malad (W), Mumbai",CINEMA005237,locality,West,Maharashtra,Mumbai,,400064
N,Naaz Cinemas: Buchireddypalem,CINEMA005238,locality,South,Andhra Pradesh,Buchireddypalem,,524305
N,Nandan: Kolkata,CINEMA005239,locality,East,West Bengal,Kolkata,,
N,Nataraj: Paralakhemundi (A/C Dolbi Atmos),CINEMA005240,locality,East,Odisha,Paralakhemundi,,
N,"Panruti Bhuvaneswari Theatre, Kamaraj Nagar, Panruti",CINEMA005241,locality,South,Tamil Nadu,Panruti,,
N,"Prem Talkies 2K Dolby 7.1 A/C, Forbesganj",CINEMA005242,locality,East,Bihar,Forbesganj,,
N,Puspashree Cinema: Kadamtala,CINEMA005243,locality,East,West Bengal,Kadamtala,,
N,Radha Starworld: Rampur,CINEMA005244,locality,North,Uttar Pradesh,Rampur,,
N,"Rajhans Cinemas, Apple Plaza, Ankleshwar",CINEMA005245,locality,West,Gujarat,Ankleshwar,,
N,"Rajhans Cinemas, Apple Plaza: Ankleshwar",CINEMA005246,locality,West,Gujarat,Ankleshwar,,
N,"Rajhans Cinemas, Prestige North, Bardoli",CINEMA005247,locality,West,Gujarat,Bardoli,,394345
N,"Rajhans Cinemas: Rajhans Flamingo, Katargam, Surat",CINEMA005248,locality,West,Gujarat,Surat,,
N,"Rajhans Cinemas: Rajhans Precia, Surat",CINEMA005249,locality,West,Gujarat,Surat,,
N,RS Theatre: Namagiripettai,CINEMA005250,locality,South,Tamil Nadu,Namagiripettai,,
N,Sai Balaji A/c Dolby Surround: Santhanutalapadu,CINEMA005251,locality,South,Andhra Pradesh,Santhanutalapadu,,
N,"Sanelite Cinemas: Katargam, Surat",CINEMA005252,locality,West,Gujarat,Surat,,
N,Sangamithra Theater A/C 2K Dolby: Mylavaram,CINEMA005253,locality,South,Andhra Pradesh,Mylavaram,,521230
N,Sarojini Picture Palace 2K A/c Dolby: Duggirala,CINEMA005254,locality,South,Andhra Pradesh,Duggirala,,522330
N,"Satyasri Picture Palace 2K A/C DTS, Mandapeta",CINEMA005255,locality,South,Andhra Pradesh,Mandapeta,,
N,"Sri Karthikai Theatre, Balamore Road, Nagercoil",CINEMA005256,locality,South,Tamil Nadu,Nagercoil,,
N,"Sri Seetarama Theatre, Yellandu",CINEMA005257,locality,South,Telangana,Yellandu,,507123
N,Sri Seetha Rama Talkies: Yellandu,CINEMA005258,locality,South,Telangana,Yellandu,,
N,Srinivasa Cinemas(SAP) 4K Dolby: Tirupur,CINEMA005259,locality,South,Tamil Nadu,Tirupur,,
N,"Srinivasa Mahal, Sagar Road, Macherla",CINEMA005260,locality,South,Andhra Pradesh,Macherla,,
N,SRK Chitra Mandir 4K Dolby Atmos: Payakaraopeta,CINEMA005261,locality,South,Andhra Pradesh,Payakaraopeta,,531126
N,"Sujana Theatre, NH65, Chityal",CINEMA005263,locality,South,Telangana,Chityal,,
N,"Surya Mahal, Jeypore Vizianagaram Road, Gajapathinagaram",CINEMA005264,locality,South,Andhra Pradesh,Gajapathinagaram,,535270
N,"SVC Poorna Picture Palace, RTC Bus Stand Center, Kothagudem",CINEMA005265,locality,South,Telangana,Kothagudem,,507101
N,Tanishka Cinema: Beed,CINEMA005266,locality,West,Maharashtra,Beed,,
N,"Tulasi Cinemas, Thullur",CINEMA005267,locality,South,Andhra Pradesh,Thullur,,
N,Urvashi Theatre: Bhupalpalle,CINEMA005268,locality,South,Telangana,Bhupalpalle,,506169
N,"V Y Luxe, Rajnandgaon",CINEMA005269,locality,Central,Chhattisgarh,Rajnandgaon,,491441
N,"Vaishali Multiplex, Indira Nagar, Nadiad",CINEMA005270,locality,West,Gujarat,Nadiad,,387001
N,Vijaya Cinemas AC RGB Laser Dolby: Nellikuppam,CINEMA005271,locality,South,Tamil Nadu,Nellikuppam,,
N,"Vijaya Talkies, Near CBT, Dharwad",CINEMA005272,locality,South,Karnataka,Dharwad,,580001
N,Wide Angle: Ahmedabad,CINEMA005273,locality,West,Gujarat,Ahmedabad,,
N,Sree Balaji Movie Land A/C 4K: Punganur,CINEMA005274,locality,South,Andhra Pradesh,Punganur,,
N,A Square Cinemas Annapoorani Dolby A/c 7.1 Sony 4K,CINEMA005275,locality,South,Tamil Nadu,Coimbatore,,
N,Aiswarya Theatre: Pathanamthitta,CINEMA005276,locality,South,Kerala,Pathanamthitta,,689645
N,Alankar Chitramandir: Shirpur,CINEMA005277,locality,West,Maharashtra,Shirpur,,
N,Anandha Theatre A/C DTS: Valasaiyur,CINEMA005278,locality,South,Tamil Nadu,Valasaiyur,,636122
N,Bhagwat Uma Mandir: Solapur,CINEMA005279,locality,West,Maharashtra,Solapur,,413001
N,"Chandan Cinemas, Dolby Atmos, Railway Koduru",CINEMA005280,locality,South,Andhra Pradesh,Koduru,,
N,Chatrapati Cinema: Barshi,CINEMA005281,locality,West,Maharashtra,Barshi,,
N,"Cine Plaza Sunam, Sunam, Sangrur",CINEMA005282,locality,North,Punjab,Sangrur,,
N,Cinea City Pride: Phaltan,CINEMA005283,locality,West,Maharashtra,Phaltan,,
N,"Cinepolis TDI, Jagat Mall, Chandigarh",CINEMA005284,locality,North,Chandigarh,Chandigarh,,160017
N,"Cinepolis Unity City Centre, Dwarka",CINEMA005285,locality,North,Delhi,Delhi,,
N,City Gold: Ashram Road,CINEMA005286,locality,West,Gujarat,Ahmedabad,,380009
N,Classic Cinema RGB Laser 4K 3D Dolby: Taliparamba,CINEMA005287,locality,South,Kerala,Taliparamba,,
N,"CP Cinema (Haveli), Centre Prime Mall, Solan",CINEMA005288,locality,North,Himachal Pradesh,Solan,,
N,"CP Cinemas (Haveli), Centre Prime Mall: Solan",CINEMA005289,locality,North,Himachal Pradesh,Solan,,
N,Deepthi Cinemas A/c 2K Dolby Atmos: Kanhangad,CINEMA005290,locality,South,Kerala,Kanhangad,,
N,"Dnyaneshwar Chitra Mandir, Navi Peth, Rahuri",CINEMA005291,locality,West,Maharashtra,Rahuri,,
N,"Gagan Theatre: Nand Nagri, Delhi",CINEMA005292,locality,North,Delhi,Delhi,,110093
N,Grand Cinemaz: UNA,CINEMA005293,locality,North,Himachal Pradesh,Una,,
N,"GS Cinemas, Near Lilatha Hospital, Guntur",CINEMA005294,locality,South,Andhra Pradesh,Guntur,,
N,JV Cinemas: Mathura Refinery,CINEMA005295,locality,North,Uttar Pradesh,Mathura,,
N,Kapeel Cinema Nucleus Mall,CINEMA005296,locality,South,Telangana,Mall,,
N,"Kavitha Theatre A/C dts, Sivagurunathapuram, Surandai",CINEMA005297,locality,South,Tamil Nadu,Surandai,,627859
N,"Mythri Cinemas, Mythri Mall Barco Flagship Laser Projection, Guntur",CINEMA005298,locality,South,Andhra Pradesh,Guntur,,
N,"Mythri Theatres Nataraj Cinemas, Nizamabad",CINEMA005299,locality,South,Telangana,Nizamabad,,503001
N,"Naaz Cinemas, Kothapet Main Road, Guntur",CINEMA005300,locality,South,Telangana,Hyderabad,,522001
N,"Nathganga Cinema (Screen 2), Loni",CINEMA005301,locality,West,Maharashtra,Loni,,
N,Nethravathi A/c Theatre: Bhadravati,CINEMA005302,locality,West,Maharashtra,Bhadravati,,
N,New Rama Chitra Mandir(Only Recliner & Sofa):Latur,CINEMA005303,locality,West,Maharashtra,Latur,,413531
N,NVR Sandhya Theater 4K Dolby Atmos: Tirupati,CINEMA005304,locality,South,Andhra Pradesh,Tirupati,,517501
N,"Plateno Cinemas Dolby Atmos 4K Barco Projection, Guntur",CINEMA005305,locality,South,Andhra Pradesh,Guntur,,522007
N,Pratap Theater A/c 4K Dolby Atmos: Tirupati,CINEMA005306,locality,South,Andhra Pradesh,Tirupati,,517501
N,"Rajai Square Cinema, Opp GIDC, Godhra",CINEMA005307,locality,West,Gujarat,Godhra,,
