,Primary Product Information,,,,,,,,,General Filters,,,,Specifications,,,,
Delete,Product Name,Sku,Short Description,Meta Title,Meta Description,Meta Keywords,Image,Sort Order,Status,Cinema Chain,Screen Recomend,Audience Class,Tier Preference,Seats,Screen,Rank,Total Screen,Google Map Location
N,"Qube Deepak Chithramandira, Bidar, Karnataka",CINEMA002993,"Located on Qube Deepak Chithramandira, Bidar, Karnataka","Advertising in Qube Deepak Chithramandira, Bidar, Karnataka | Excellent Publicity","Advertising Rate for Qube Deepak Chithramandira, Bidar, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,450,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Deepak%20Chithramandira%2C%20Bidar%2C%20Karnataka
N,"Qube Shivaganga Chitra Mandira, Koratagere, Karnataka",CINEMA002994,"Located on Qube Shivaganga Chitra Mandira, Koratagere, Karnataka","Advertising in Qube Shivaganga Chitra Mandira, Koratagere, Karnataka | Excellent Publicity","Advertising Rate for Qube Shivaganga Chitra Mandira, Koratagere, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,450,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Shivaganga%20Chitra%20Mandira%2C%20Koratagere%2C%20Karnataka
N,"Qube Coorg Cineplex, Gonikoppal, Karnataka",CINEMA002995,"Located on Qube Coorg Cineplex, Gonikoppal, Karnataka","Advertising in Qube Coorg Cineplex, Gonikoppal, Karnataka | Excellent Publicity","Advertising Rate for Qube Coorg Cineplex, Gonikoppal, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,200,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Coorg%20Cineplex%2C%20Gonikoppal%2C%20Karnataka
N,"Qube ART Cinemas Screen 1, Hyderabad, Telangana",CINEMA002996,"Located on Qube ART Cinemas Screen 1, Hyderabad, Telangana","Advertising in Qube ART Cinemas Screen 1, Hyderabad, Telangana | Excellent Publicity","Advertising Rate for Qube ART Cinemas Screen 1, Hyderabad, Telangana",,qubecinemalogo.jpeg,1,1,Qube,5,,Tier 1,980,,,5,https://www.google.com/maps/search/?api=1&query=Qube%20ART%20Cinemas%20Screen%201%2C%20Hyderabad%2C%20Telangana
N,"Qube ART Cinemas Screen 6 Epiq, Hyderabad, Telangana",CINEMA002997,"Located on Qube ART Cinemas Screen 6 Epiq, Hyderabad, Telangana","Advertising in Qube ART Cinemas Screen 6 Epiq, Hyderabad, Telangana | Excellent Publicity","Advertising Rate for Qube ART Cinemas Screen 6 Epiq, Hyderabad, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,,Tier 1,299,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20ART%20Cinemas%20Screen%206%20Epiq%2C%20Hyderabad%2C%20Telangana
N,"Qube Maa Vaishno Entertainment Screen 1, Dalsinghsarai, Bihar",CINEMA002998,"Located on Qube Maa Vaishno Entertainment Screen 1, Dalsinghsarai, Bihar","Advertising in Qube Maa Vaishno Entertainment Screen 1, Dalsinghsarai, Bihar | Excellent Publicity","Advertising Rate for Qube Maa Vaishno Entertainment Screen 1, Dalsinghsarai, Bihar",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,140,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Maa%20Vaishno%20Entertainment%20Screen%201%2C%20Dalsinghsarai%2C%20Bihar
N,"Qube Connplex Cinema Screen 1, Korba, Chhattisgarh",CINEMA002999,"Located on Qube Connplex Cinema Screen 1, Korba, Chhattisgarh","Advertising in Qube Connplex Cinema Screen 1, Korba, Chhattisgarh | Excellent Publicity","Advertising Rate for Qube Connplex Cinema Screen 1, Korba, Chhattisgarh",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 2,912,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Connplex%20Cinema%20Screen%201%2C%20Korba%2C%20Chhattisgarh
N,"Qube Qube Ramadass Theatre Screen 2, Sunguvar Chatram, Tamil Nadu",CINEMA003000,"Located on Qube Qube Ramadass Theatre Screen 2, Sunguvar Chatram, Tamil Nadu","Advertising in Qube Qube Ramadass Theatre Screen 2, Sunguvar Chatram, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube Qube Ramadass Theatre Screen 2, Sunguvar Chatram, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,150,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Qube%20Ramadass%20Theatre%20Screen%202%2C%20Sunguvar%20Chatram%2C%20Tamil%20Nadu
N,"Qube Vijila Theatre Screen 2, Thiruthuraipoondi, Tamil Nadu",CINEMA003001,"Located on Qube Vijila Theatre Screen 2, Thiruthuraipoondi, Tamil Nadu","Advertising in Qube Vijila Theatre Screen 2, Thiruthuraipoondi, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube Vijila Theatre Screen 2, Thiruthuraipoondi, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,558,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Vijila%20Theatre%20Screen%202%2C%20Thiruthuraipoondi%2C%20Tamil%20Nadu
N,"Qube Galaxy Cinema Screen 3, Katpadi, Tamil Nadu",CINEMA003002,"Located on Qube Galaxy Cinema Screen 3, Katpadi, Tamil Nadu","Advertising in Qube Galaxy Cinema Screen 3, Katpadi, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube Galaxy Cinema Screen 3, Katpadi, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,1008,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Galaxy%20Cinema%20Screen%203%2C%20Katpadi%2C%20Tamil%20Nadu
N,"Qube KG Cinemas _Screen6_Antaraa, Coimbatore, Tamil Nadu",CINEMA003003,"Located on Qube KG Cinemas _Screen6_Antaraa, Coimbatore, Tamil Nadu","Advertising in Qube KG Cinemas _Screen6_Antaraa, Coimbatore, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube KG Cinemas _Screen6_Antaraa, Coimbatore, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 2,198,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20KG%20Cinemas%20_Screen6_Antaraa%2C%20Coimbatore%2C%20Tamil%20Nadu
N,"Qube Shivananda Talkies, Ramanagara, Karnataka",CINEMA003004,"Located on Qube Shivananda Talkies, Ramanagara, Karnataka","Advertising in Qube Shivananda Talkies, Ramanagara, Karnataka | Excellent Publicity","Advertising Rate for Qube Shivananda Talkies, Ramanagara, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,688,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Shivananda%20Talkies%2C%20Ramanagara%2C%20Karnataka
N,"Qube Akshaya Multiplex Screen 1, Salem, Tamil Nadu",CINEMA003005,"Located on Qube Akshaya Multiplex Screen 1, Salem, Tamil Nadu","Advertising in Qube Akshaya Multiplex Screen 1, Salem, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube Akshaya Multiplex Screen 1, Salem, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 2,821,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Akshaya%20Multiplex%20Screen%201%2C%20Salem%2C%20Tamil%20Nadu
N,"Qube Anji Reddy Theatre, Choutapalli, Telangana",CINEMA003006,"Located on Qube Anji Reddy Theatre, Choutapalli, Telangana","Advertising in Qube Anji Reddy Theatre, Choutapalli, Telangana | Excellent Publicity","Advertising Rate for Qube Anji Reddy Theatre, Choutapalli, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,628,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Anji%20Reddy%20Theatre%2C%20Choutapalli%2C%20Telangana
N,"Qube Sri Krishna Theatre Screen 1, Mahbubnagar, Telangana",CINEMA003007,"Located on Qube Sri Krishna Theatre Screen 1, Mahbubnagar, Telangana","Advertising in Qube Sri Krishna Theatre Screen 1, Mahbubnagar, Telangana | Excellent Publicity","Advertising Rate for Qube Sri Krishna Theatre Screen 1, Mahbubnagar, Telangana",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 2,792,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Sri%20Krishna%20Theatre%20Screen%201%2C%20Mahbubnagar%2C%20Telangana
N,"Qube Sree Ramakrishna Talkies, Chilakaluripet, Andhra Pradesh",CINEMA003008,"Located on Qube Sree Ramakrishna Talkies, Chilakaluripet, Andhra Pradesh","Advertising in Qube Sree Ramakrishna Talkies, Chilakaluripet, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Sree Ramakrishna Talkies, Chilakaluripet, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,350,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sree%20Ramakrishna%20Talkies%2C%20Chilakaluripet%2C%20Andhra%20Pradesh
N,"Qube Satya Sairam Theater, Turputallu, Andhra Pradesh",CINEMA003009,"Located on Qube Satya Sairam Theater, Turputallu, Andhra Pradesh","Advertising in Qube Satya Sairam Theater, Turputallu, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Satya Sairam Theater, Turputallu, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,250,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Satya%20Sairam%20Theater%2C%20Turputallu%2C%20Andhra%20Pradesh
N,"Qube SVF Cinema Burdwan Screen 1, Burdwan, West Bengal",CINEMA003010,"Located on Qube SVF Cinema Burdwan Screen 1, Burdwan, West Bengal","Advertising in Qube SVF Cinema Burdwan Screen 1, Burdwan, West Bengal | Excellent Publicity","Advertising Rate for Qube SVF Cinema Burdwan Screen 1, Burdwan, West Bengal",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 3,396,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20SVF%20Cinema%20Burdwan%20Screen%201%2C%20Burdwan%2C%20West%20Bengal
N,"Qube Udayan Cinema Screen 1, Tarakeswar, West Bengal",CINEMA003011,"Located on Qube Udayan Cinema Screen 1, Tarakeswar, West Bengal","Advertising in Qube Udayan Cinema Screen 1, Tarakeswar, West Bengal | Excellent Publicity","Advertising Rate for Qube Udayan Cinema Screen 1, Tarakeswar, West Bengal",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,260,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Udayan%20Cinema%20Screen%201%2C%20Tarakeswar%2C%20West%20Bengal
N,"Qube Vijaya Talkies, Thamballapalle, Andhra Pradesh",CINEMA003012,"Located on Qube Vijaya Talkies, Thamballapalle, Andhra Pradesh","Advertising in Qube Vijaya Talkies, Thamballapalle, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Vijaya Talkies, Thamballapalle, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,535,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Vijaya%20Talkies%2C%20Thamballapalle%2C%20Andhra%20Pradesh
N,"Qube Lakshmi Theatre, Ambedkar Nagar, Telangana",CINEMA003013,"Located on Qube Lakshmi Theatre, Ambedkar Nagar, Telangana","Advertising in Qube Lakshmi Theatre, Ambedkar Nagar, Telangana | Excellent Publicity","Advertising Rate for Qube Lakshmi Theatre, Ambedkar Nagar, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,340,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Lakshmi%20Theatre%2C%20Ambedkar%20Nagar%2C%20Telangana
N,"Qube Leela Chitra Mandira, Hunsur, Karnataka",CINEMA003014,"Located on Qube Leela Chitra Mandira, Hunsur, Karnataka","Advertising in Qube Leela Chitra Mandira, Hunsur, Karnataka | Excellent Publicity","Advertising Rate for Qube Leela Chitra Mandira, Hunsur, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,562,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Leela%20Chitra%20Mandira%2C%20Hunsur%2C%20Karnataka
N,"Qube Connplex Cinema Screen 1, Bharuch, Gujarat",CINEMA003015,"Located on Qube Connplex Cinema Screen 1, Bharuch, Gujarat","Advertising in Qube Connplex Cinema Screen 1, Bharuch, Gujarat | Excellent Publicity","Advertising Rate for Qube Connplex Cinema Screen 1, Bharuch, Gujarat",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 2,331,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Connplex%20Cinema%20Screen%201%2C%20Bharuch%2C%20Gujarat
N,"Qube Mahadeshwara Chitra Mandira, Yelandur, Karnataka",CINEMA003016,"Located on Qube Mahadeshwara Chitra Mandira, Yelandur, Karnataka","Advertising in Qube Mahadeshwara Chitra Mandira, Yelandur, Karnataka | Excellent Publicity","Advertising Rate for Qube Mahadeshwara Chitra Mandira, Yelandur, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,500,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Mahadeshwara%20Chitra%20Mandira%2C%20Yelandur%2C%20Karnataka
N,"Qube Om Raj Cinema, Jalna, Maharashtra",CINEMA003017,"Located on Qube Om Raj Cinema, Jalna, Maharashtra","Advertising in Qube Om Raj Cinema, Jalna, Maharashtra | Excellent Publicity","Advertising Rate for Qube Om Raj Cinema, Jalna, Maharashtra",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,190,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Om%20Raj%20Cinema%2C%20Jalna%2C%20Maharashtra
N,"Qube Vijaya Talkies, Prakasam, Andhra Pradesh",CINEMA003018,"Located on Qube Vijaya Talkies, Prakasam, Andhra Pradesh","Advertising in Qube Vijaya Talkies, Prakasam, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Vijaya Talkies, Prakasam, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,370,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Vijaya%20Talkies%2C%20Prakasam%2C%20Andhra%20Pradesh
N,"Qube Ramakrishna Theatre, Nagarkurnool, Telangana",CINEMA003019,"Located on Qube Ramakrishna Theatre, Nagarkurnool, Telangana","Advertising in Qube Ramakrishna Theatre, Nagarkurnool, Telangana | Excellent Publicity","Advertising Rate for Qube Ramakrishna Theatre, Nagarkurnool, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,355,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Ramakrishna%20Theatre%2C%20Nagarkurnool%2C%20Telangana
N,"Qube Connplex Cinema Screen 1, Anand, Gujarat",CINEMA003020,"Located on Qube Connplex Cinema Screen 1, Anand, Gujarat","Advertising in Qube Connplex Cinema Screen 1, Anand, Gujarat | Excellent Publicity","Advertising Rate for Qube Connplex Cinema Screen 1, Anand, Gujarat",,qubecinemalogo.jpeg,1,1,Qube,4,Gold,Tier 3,516,,,4,https://www.google.com/maps/search/?api=1&query=Qube%20Connplex%20Cinema%20Screen%201%2C%20Anand%2C%20Gujarat
N,"Qube Mamaji Cinema, Jalgaon, Maharashtra",CINEMA003021,"Located on Qube Mamaji Cinema, Jalgaon, Maharashtra","Advertising in Qube Mamaji Cinema, Jalgaon, Maharashtra | Excellent Publicity","Advertising Rate for Qube Mamaji Cinema, Jalgaon, Maharashtra",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,170,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Mamaji%20Cinema%2C%20Jalgaon%2C%20Maharashtra
N,"Qube Sri Balaji Theatre, Santhanuthalapadu, Andhra Pradesh",CINEMA003022,"Located on Qube Sri Balaji Theatre, Santhanuthalapadu, Andhra Pradesh","Advertising in Qube Sri Balaji Theatre, Santhanuthalapadu, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Sri Balaji Theatre, Santhanuthalapadu, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,180,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sri%20Balaji%20Theatre%2C%20Santhanuthalapadu%2C%20Andhra%20Pradesh
N,"Qube Sri Venkateswara Theatre, Tatipaka, Andhra Pradesh",CINEMA003023,"Located on Qube Sri Venkateswara Theatre, Tatipaka, Andhra Pradesh","Advertising in Qube Sri Venkateswara Theatre, Tatipaka, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Sri Venkateswara Theatre, Tatipaka, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,450,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sri%20Venkateswara%20Theatre%2C%20Tatipaka%2C%20Andhra%20Pradesh
N,"Qube Sharda Cineplex, Etah, Uttar Pradesh",CINEMA003024,"Located on Qube Sharda Cineplex, Etah, Uttar Pradesh","Advertising in Qube Sharda Cineplex, Etah, Uttar Pradesh | Excellent Publicity","Advertising Rate for Qube Sharda Cineplex, Etah, Uttar Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,190,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sharda%20Cineplex%2C%20Etah%2C%20Uttar%20Pradesh
N,"Qube R S Movie, Bhanjanagar, Odisha",CINEMA003025,"Located on Qube R S Movie, Bhanjanagar, Odisha","Advertising in Qube R S Movie, Bhanjanagar, Odisha | Excellent Publicity","Advertising Rate for Qube R S Movie, Bhanjanagar, Odisha",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,93,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20R%20S%20Movie%2C%20Bhanjanagar%2C%20Odisha
N,"Qube Udayan Cinema Screen 2, Tarakeswar, West Bengal",CINEMA003026,"Located on Qube Udayan Cinema Screen 2, Tarakeswar, West Bengal","Advertising in Qube Udayan Cinema Screen 2, Tarakeswar, West Bengal | Excellent Publicity","Advertising Rate for Qube Udayan Cinema Screen 2, Tarakeswar, West Bengal",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,260,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Udayan%20Cinema%20Screen%202%2C%20Tarakeswar%2C%20West%20Bengal
N,"Qube Amoga Theatre, Chipurupalle, Andhra Pradesh",CINEMA003027,"Located on Qube Amoga Theatre, Chipurupalle, Andhra Pradesh","Advertising in Qube Amoga Theatre, Chipurupalle, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Amoga Theatre, Chipurupalle, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,298,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Amoga%20Theatre%2C%20Chipurupalle%2C%20Andhra%20Pradesh
N,"Qube JMD Cinemas Screen 2, Curchorem, Goa",CINEMA003028,"Located on Qube JMD Cinemas Screen 2, Curchorem, Goa","Advertising in Qube JMD Cinemas Screen 2, Curchorem, Goa | Excellent Publicity","Advertising Rate for Qube JMD Cinemas Screen 2, Curchorem, Goa",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,336,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20JMD%20Cinemas%20Screen%202%2C%20Curchorem%2C%20Goa
N,"Qube Magic Frames Kalpana Theatre Screen 1, Iritty, Kerala",CINEMA003029,"Located on Qube Magic Frames Kalpana Theatre Screen 1, Iritty, Kerala","Advertising in Qube Magic Frames Kalpana Theatre Screen 1, Iritty, Kerala | Excellent Publicity","Advertising Rate for Qube Magic Frames Kalpana Theatre Screen 1, Iritty, Kerala",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,304,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Magic%20Frames%20Kalpana%20Theatre%20Screen%201%2C%20Iritty%2C%20Kerala
N,"Qube Magic Frames Cinemas Screen 1, Edakkara, Kerala",CINEMA003030,"Located on Qube Magic Frames Cinemas Screen 1, Edakkara, Kerala","Advertising in Qube Magic Frames Cinemas Screen 1, Edakkara, Kerala | Excellent Publicity","Advertising Rate for Qube Magic Frames Cinemas Screen 1, Edakkara, Kerala",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,138,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Magic%20Frames%20Cinemas%20Screen%201%2C%20Edakkara%2C%20Kerala
N,"Qube Anu Cinemax Screen 2, Thiruvananthapuram, Kerala",CINEMA003031,"Located on Qube Anu Cinemax Screen 2, Thiruvananthapuram, Kerala","Advertising in Qube Anu Cinemax Screen 2, Thiruvananthapuram, Kerala | Excellent Publicity","Advertising Rate for Qube Anu Cinemax Screen 2, Thiruvananthapuram, Kerala",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 2,530,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Anu%20Cinemax%20Screen%202%2C%20Thiruvananthapuram%2C%20Kerala
N,"Qube Roongta Multiplex Screen 1, Hyderabad, Telangana",CINEMA003032,"Located on Qube Roongta Multiplex Screen 1, Hyderabad, Telangana","Advertising in Qube Roongta Multiplex Screen 1, Hyderabad, Telangana | Excellent Publicity","Advertising Rate for Qube Roongta Multiplex Screen 1, Hyderabad, Telangana",,qubecinemalogo.jpeg,1,1,Qube,2,,Tier 1,300,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Roongta%20Multiplex%20Screen%201%2C%20Hyderabad%2C%20Telangana
N,"Qube Lakshmi Cinemas, Kodungallur, Kerala",CINEMA003033,"Located on Qube Lakshmi Cinemas, Kodungallur, Kerala","Advertising in Qube Lakshmi Cinemas, Kodungallur, Kerala | Excellent Publicity","Advertising Rate for Qube Lakshmi Cinemas, Kodungallur, Kerala",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,400,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Lakshmi%20Cinemas%2C%20Kodungallur%2C%20Kerala
N,"Qube Srinivasa Theatre, Chikkanayakana Halli, Karnataka",CINEMA003034,"Located on Qube Srinivasa Theatre, Chikkanayakana Halli, Karnataka","Advertising in Qube Srinivasa Theatre, Chikkanayakana Halli, Karnataka | Excellent Publicity","Advertising Rate for Qube Srinivasa Theatre, Chikkanayakana Halli, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,500,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Srinivasa%20Theatre%2C%20Chikkanayakana%20Halli%2C%20Karnataka
N,"Qube Connplex Cinemas Screen 1, Hyderabad, Telangana",CINEMA003035,"Located on Qube Connplex Cinemas Screen 1, Hyderabad, Telangana","Advertising in Qube Connplex Cinemas Screen 1, Hyderabad, Telangana | Excellent Publicity","Advertising Rate for Qube Connplex Cinemas Screen 1, Hyderabad, Telangana",,qubecinemalogo.jpeg,1,1,Qube,3,,Tier 1,171,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Connplex%20Cinemas%20Screen%201%2C%20Hyderabad%2C%20Telangana
N,"Qube Starline Cinemas Screen-1, Thanjavur, Tamil Nadu",CINEMA003036,"Located on Qube Starline Cinemas Screen-1, Thanjavur, Tamil Nadu","Advertising in Qube Starline Cinemas Screen-1, Thanjavur, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube Starline Cinemas Screen-1, Thanjavur, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 2,792,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Starline%20Cinemas%20Screen-1%2C%20Thanjavur%2C%20Tamil%20Nadu
N,"Qube Shri Renuka Chitramandir, Gadag, Karnataka",CINEMA003037,"Located on Qube Shri Renuka Chitramandir, Gadag, Karnataka","Advertising in Qube Shri Renuka Chitramandir, Gadag, Karnataka | Excellent Publicity","Advertising Rate for Qube Shri Renuka Chitramandir, Gadag, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,350,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Shri%20Renuka%20Chitramandir%2C%20Gadag%2C%20Karnataka
N,"Qube Shri Krishna Talkies, Gadag, Karnataka",CINEMA003038,"Located on Qube Shri Krishna Talkies, Gadag, Karnataka","Advertising in Qube Shri Krishna Talkies, Gadag, Karnataka | Excellent Publicity","Advertising Rate for Qube Shri Krishna Talkies, Gadag, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,500,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Shri%20Krishna%20Talkies%2C%20Gadag%2C%20Karnataka
N,"Qube Venkataramana Theater, Narayanpet, Telangana",CINEMA003039,"Located on Qube Venkataramana Theater, Narayanpet, Telangana","Advertising in Qube Venkataramana Theater, Narayanpet, Telangana | Excellent Publicity","Advertising Rate for Qube Venkataramana Theater, Narayanpet, Telangana",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,400,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Venkataramana%20Theater%2C%20Narayanpet%2C%20Telangana
N,"Qube Shree Siddhalingeshwar Chitramandir, Dharwad, Karnataka",CINEMA003040,"Located on Qube Shree Siddhalingeshwar Chitramandir, Dharwad, Karnataka","Advertising in Qube Shree Siddhalingeshwar Chitramandir, Dharwad, Karnataka | Excellent Publicity","Advertising Rate for Qube Shree Siddhalingeshwar Chitramandir, Dharwad, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,300,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Shree%20Siddhalingeshwar%20Chitramandir%2C%20Dharwad%2C%20Karnataka
N,"Qube Connplex Cinema Screen 1, Gurgaon, Delhi & NCR",CINEMA003041,"Located on Qube Connplex Cinema Screen 1, Gurgaon, Delhi & NCR","Advertising in Qube Connplex Cinema Screen 1, Gurgaon, Delhi & NCR | Excellent Publicity","Advertising Rate for Qube Connplex Cinema Screen 1, Gurgaon, Delhi & NCR",,qubecinemalogo.jpeg,1,1,Qube,3,,Tier 1,266,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Connplex%20Cinema%20Screen%201%2C%20Gurgaon%2C%20Delhi%20%26%20NCR
N,"Qube Rathindra Multiplex Screen 1, Sodepur, West Bengal",CINEMA003042,"Located on Qube Rathindra Multiplex Screen 1, Sodepur, West Bengal","Advertising in Qube Rathindra Multiplex Screen 1, Sodepur, West Bengal | Excellent Publicity","Advertising Rate for Qube Rathindra Multiplex Screen 1, Sodepur, West Bengal",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 3,346,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Rathindra%20Multiplex%20Screen%201%2C%20Sodepur%2C%20West%20Bengal
N,"Qube Nazrul Tirtha Audi 3, Kolkata, West Bengal",CINEMA003043,"Located on Qube Nazrul Tirtha Audi 3, Kolkata, West Bengal","Advertising in Qube Nazrul Tirtha Audi 3, Kolkata, West Bengal | Excellent Publicity","Advertising Rate for Qube Nazrul Tirtha Audi 3, Kolkata, West Bengal",,qubecinemalogo.jpeg,1,1,Qube,1,,Tier 1,41,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Nazrul%20Tirtha%20Audi%203%2C%20Kolkata%2C%20West%20Bengal
N,"Qube Abor Cinema Hall Screen 2, Pasighat, Arunachal Pradesh",CINEMA003044,"Located on Qube Abor Cinema Hall Screen 2, Pasighat, Arunachal Pradesh","Advertising in Qube Abor Cinema Hall Screen 2, Pasighat, Arunachal Pradesh | Excellent Publicity","Advertising Rate for Qube Abor Cinema Hall Screen 2, Pasighat, Arunachal Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,303,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Abor%20Cinema%20Hall%20Screen%202%2C%20Pasighat%2C%20Arunachal%20Pradesh
